Date,Open,High,Low,Close,Adj Close,Volume
2017-02-23,119.519997,121.900002,119.480003,121.699997,103.928154,9980900
2017-02-24,121.500000,122.739998,120.900002,122.730003,105.501274,10835000
2017-02-27,122.129997,122.879997,122.099998,122.400002,105.217583,5946200
2017-02-28,122.010002,122.650002,121.940002,122.209999,105.054237,8885500
2017-03-01,122.489998,124.449997,122.419998,123.860001,106.472656,9393900
2017-03-02,123.750000,124.360001,123.019997,123.629997,106.274925,6950200
2017-03-03,123.629997,123.930000,123.230003,123.790001,106.412460,5585200
2017-03-06,123.010002,124.430000,122.599998,123.709999,106.343689,6670700
2017-03-07,122.580002,124.459999,122.389999,123.830002,106.446861,6644000
2017-03-08,123.750000,124.680000,123.500000,124.099998,106.678932,7909900
2017-03-09,124.580002,126.209999,124.169998,125.949997,108.269234,8571100
2017-03-10,126.040001,126.489998,125.540001,126.209999,108.492737,7395400
2017-03-13,125.830002,126.949997,125.790001,126.680000,108.896782,7162500
2017-03-14,126.860001,127.750000,126.769997,127.050003,109.214828,7679700
2017-03-15,127.050003,129.000000,126.599998,128.960007,110.856712,8360600
2017-03-16,128.440002,128.699997,127.769997,128.460007,110.426903,7610700
2017-03-17,128.449997,128.940002,127.949997,128.059998,110.083046,13300800
2017-03-20,128.039993,128.419998,127.970001,128.070007,110.091637,5827500
2017-03-21,128.380005,128.449997,127.139999,127.250000,109.386742,7578600
2017-03-22,127.050003,127.650002,126.209999,126.260002,108.535706,10272700
2017-03-23,126.099998,127.000000,125.660004,125.900002,108.226257,8508100
2017-03-24,125.860001,126.360001,125.129997,125.480003,107.865234,6490300
2017-03-27,125.160004,126.139999,125.150002,125.800003,108.140305,5004300
2017-03-28,125.620003,125.779999,124.779999,125.660004,108.019966,5287600
2017-03-29,125.050003,125.330002,124.360001,124.919998,107.383835,3971800
2017-03-30,124.739998,125.430000,124.279999,124.660004,107.160324,4711700
2017-03-31,124.110001,124.830002,124.029999,124.550003,107.065758,5657600
2017-04-03,124.730003,125.309998,124.279999,124.690002,107.186119,4956400
2017-04-04,124.510002,124.769997,124.220001,124.680000,107.177536,5358500
2017-04-05,124.720001,125.599998,124.410004,124.800003,107.280693,5646300
2017-04-06,124.849998,125.459999,124.500000,125.050003,107.495590,4324200
2017-04-07,125.120003,125.470001,124.830002,124.919998,107.383835,3615100
2017-04-10,124.870003,124.949997,124.230003,124.339996,106.885254,4594200
2017-04-11,124.260002,124.790001,123.949997,124.220001,106.782097,4161500
2017-04-12,124.540001,125.459999,124.360001,125.400002,107.796455,5556600
2017-04-13,125.129997,125.650002,124.959999,124.989998,107.444008,5396500
2017-04-17,125.019997,125.809998,124.930000,125.720001,108.071526,5367500
2017-04-18,123.180000,123.370003,120.949997,121.820000,104.719002,13485700
2017-04-19,122.099998,122.279999,121.110001,121.370003,104.332199,6993100
2017-04-20,121.860001,122.150002,121.349998,121.870003,104.761986,6330100
2017-04-21,121.779999,122.040001,121.540001,121.760002,104.667450,6021700
2017-04-24,122.519997,123.209999,122.150002,122.889999,105.638817,5679000
2017-04-25,123.339996,123.750000,123.010002,123.430000,106.102989,5090000
2017-04-26,123.790001,124.260002,123.480003,123.510002,106.171776,5021800
2017-04-27,123.580002,124.309998,123.400002,123.739998,106.369469,4225200
2017-04-28,123.849998,123.900002,123.129997,123.470001,106.137375,4381800
2017-05-01,123.400002,123.779999,123.000000,123.339996,106.025627,4556400
2017-05-02,123.519997,123.739998,122.889999,123.699997,106.335083,4881600
2017-05-03,123.589996,123.699997,123.040001,123.330002,106.017044,3736500
2017-05-04,123.690002,123.949997,123.230003,123.949997,106.549995,3753700
2017-05-05,123.800003,123.800003,122.860001,123.510002,106.171776,4139800
2017-05-08,123.529999,123.800003,123.019997,123.250000,105.948250,3608600
2017-05-09,123.230003,123.470001,122.879997,123.209999,105.913895,3762500
2017-05-10,122.910004,123.059998,122.379997,122.809998,105.570030,4237400
2017-05-11,122.500000,123.209999,122.339996,123.199997,105.905281,4095900
2017-05-12,123.110001,124.099998,123.010002,123.639999,106.283508,4097100
2017-05-15,124.410004,127.360001,124.330002,126.989998,109.163254,9854600
2017-05-16,127.339996,128.369995,127.059998,127.769997,109.833763,7233800
2017-05-17,127.769997,127.889999,126.449997,126.669998,108.888168,6480800
2017-05-18,126.459999,127.870003,125.959999,126.970001,109.146034,6571300
2017-05-19,127.029999,127.389999,126.440002,127.000000,109.171837,6957200
2017-05-22,126.629997,127.650002,126.629997,127.260002,109.395340,4858200
2017-05-23,127.309998,128.149994,127.309998,127.519997,109.618835,3972500
2017-05-24,127.790001,128.000000,127.290001,127.510002,109.610229,3965200
2017-05-25,126.739998,127.620003,126.330002,127.529999,110.354424,5294300
2017-05-26,127.230003,127.669998,126.830002,126.919998,109.826599,4005200
2017-05-30,126.699997,127.389999,126.190002,127.110001,109.991005,3665400
2017-05-31,127.349998,128.800003,127.349998,128.250000,110.977463,8813500
2017-06-01,128.320007,128.779999,128.119995,128.779999,111.436081,5790900
2017-06-02,129.050003,130.139999,128.830002,130.080002,112.561005,6562600
2017-06-05,129.970001,130.520004,129.800003,130.360001,112.803291,4634700
2017-06-06,130.179993,131.330002,130.029999,130.830002,113.209961,5619100
2017-06-07,131.000000,131.479996,130.580002,130.750000,113.140770,5765200
2017-06-08,130.750000,131.399994,129.960007,130.550003,112.967705,8101700
2017-06-09,130.369995,131.699997,130.309998,131.529999,113.815712,5992500
2017-06-12,131.529999,131.830002,131.419998,131.820007,114.066658,8020700
2017-06-13,131.750000,132.729996,131.399994,132.020004,114.239723,5733800
2017-06-14,132.509995,133.559998,132.509995,132.770004,114.888702,7329400
2017-06-15,132.000000,133.350006,131.809998,133.039993,115.122360,5265000
2017-06-16,133.720001,134.600006,133.039993,134.350006,116.255936,12639600
2017-06-19,134.149994,134.679993,133.490005,134.070007,116.013641,7488700
2017-06-20,133.899994,134.759995,133.899994,134.220001,116.143417,5201200
2017-06-21,134.289993,135.110001,134.020004,134.910004,116.740509,5841100
2017-06-22,135.449997,137.000000,135.270004,136.050003,117.726982,7311000
2017-06-23,135.449997,136.509995,135.320007,136.429993,118.055786,9007100
2017-06-26,136.479996,136.899994,136.199997,136.339996,117.977928,5561800
2017-06-27,136.500000,136.729996,134.990005,135.009995,116.827042,6120500
2017-06-28,135.949997,136.199997,133.570007,133.820007,115.797302,6557900
2017-06-29,133.399994,133.729996,132.309998,132.639999,114.776207,5750000
2017-06-30,132.699997,133.199997,132.279999,132.289993,114.473366,5264400
2017-07-03,132.789993,133.320007,132.649994,132.899994,115.001205,2931000
2017-07-05,132.979996,134.059998,132.419998,133.639999,115.641533,4302700
2017-07-06,133.610001,133.970001,132.410004,132.520004,114.672401,4282200
2017-07-07,132.910004,133.000000,131.690002,132.539993,114.689674,4994100
2017-07-10,132.740005,132.869995,131.229996,131.550003,113.833031,4019600
2017-07-11,131.429993,131.789993,130.479996,131.229996,113.556122,3733100
2017-07-12,132.039993,132.889999,131.770004,132.229996,114.421448,5053200
2017-07-13,132.100006,132.220001,130.990005,131.860001,114.101265,4424400
2017-07-14,132.000000,133.000000,131.740005,132.600006,114.741623,4383100
2017-07-17,132.710007,132.929993,131.750000,132.149994,114.352211,4939400
2017-07-18,131.619995,134.949997,131.080002,134.460007,116.351112,10256000
2017-07-19,134.839996,135.410004,134.520004,135.210007,117.000099,5503300
2017-07-20,135.729996,137.080002,135.619995,136.570007,118.176926,6088600
2017-07-21,135.330002,136.270004,135.100006,135.309998,117.086624,6773500
2017-07-24,134.990005,135.160004,132.850006,133.009995,115.096375,8306700
2017-07-25,133.740005,133.850006,131.449997,131.880005,114.118591,6262900
2017-07-26,131.660004,132.240005,130.750000,130.949997,113.313828,5382200
2017-07-27,130.850006,131.149994,129.570007,130.830002,113.209961,5838100
2017-07-28,131.139999,131.990005,130.520004,131.850006,114.092621,4970900
2017-07-31,132.139999,133.580002,132.100006,132.720001,114.845428,5440800
2017-08-01,133.169998,133.350006,132.279999,132.509995,114.663742,3837600
2017-08-02,132.080002,132.500000,131.500000,132.160004,114.360870,4032100
2017-08-03,131.910004,133.399994,131.509995,133.350006,115.390610,4327300
2017-08-04,133.740005,134.009995,132.800003,133.179993,115.243484,3192800
2017-08-07,133.089996,133.479996,132.509995,132.860001,114.966614,3010800
2017-08-08,132.500000,132.800003,131.399994,132.270004,114.456047,5535800
2017-08-09,132.809998,133.410004,132.369995,133.229996,115.286728,6332300
2017-08-10,133.039993,133.850006,132.369995,133.089996,115.165611,5607900
2017-08-11,133.639999,134.490005,132.750000,133.100006,115.174301,4270600
2017-08-14,134.199997,134.369995,132.869995,133.479996,115.503082,3041100
2017-08-15,133.850006,133.940002,133.199997,133.380005,115.416573,3931800
2017-08-16,134.080002,134.970001,133.860001,134.169998,116.100166,4469900
2017-08-17,134.179993,134.740005,133.029999,133.039993,115.122360,5741400
2017-08-18,132.669998,133.779999,132.380005,132.630005,114.767570,4792800
2017-08-21,132.279999,133.649994,132.190002,133.449997,115.477158,4660000
2017-08-22,133.270004,134.789993,132.899994,134.699997,116.558769,4150300
2017-08-23,134.429993,134.490005,132.649994,132.800003,114.914673,5129900
2017-08-24,132.820007,133.080002,132.270004,132.889999,114.992569,5398400
2017-08-25,131.910004,132.559998,131.619995,131.679993,114.670303,4133300
2017-08-28,131.679993,132.119995,131.490005,131.740005,114.722588,5349200
2017-08-29,131.570007,132.449997,131.300003,132.210007,115.131882,3277900
2017-08-30,132.000000,132.000000,130.899994,131.070007,114.139153,5430800
2017-08-31,131.389999,132.500000,131.250000,132.369995,115.271210,7407100
2017-09-01,132.600006,132.649994,130.940002,131.029999,114.104301,3820800
2017-09-05,130.720001,131.179993,129.720001,129.899994,113.120285,5146600
2017-09-06,130.539993,131.000000,130.210007,130.669998,113.790794,5601900
2017-09-07,130.860001,132.520004,130.250000,132.190002,115.114456,3800200
2017-09-08,132.000000,132.339996,130.869995,130.979996,114.060776,4854400
2017-09-11,131.369995,133.339996,131.020004,133.210007,116.002716,5724200
2017-09-12,133.830002,133.880005,131.929993,132.630005,115.497635,5465200
2017-09-13,132.669998,133.750000,131.850006,132.449997,115.340866,4679500
2017-09-14,132.139999,134.470001,131.990005,134.179993,116.847404,6274500
2017-09-15,134.789993,135.449997,134.179993,134.449997,117.082535,15522000
2017-09-18,134.440002,135.770004,134.110001,135.380005,117.892403,5260800
2017-09-19,135.020004,135.789993,134.350006,135.220001,117.753082,4903800
2017-09-20,133.250000,134.289993,132.339996,133.220001,116.011391,8705500
2017-09-21,133.309998,133.820007,131.380005,131.750000,114.731300,6051800
2017-09-22,131.990005,132.389999,131.270004,131.389999,114.417809,4334900
2017-09-25,131.470001,131.759995,130.830002,131.169998,114.226204,6017400
2017-09-26,131.500000,131.940002,130.820007,130.940002,114.025932,4516200
2017-09-27,131.000000,131.089996,129.429993,129.750000,112.989632,5796100
2017-09-28,129.910004,130.270004,129.289993,129.470001,112.745819,3992700
2017-09-29,129.580002,130.470001,129.050003,130.009995,113.216080,5736900
2017-10-02,130.160004,131.330002,130.020004,131.220001,114.269760,4492900
2017-10-03,131.649994,132.399994,131.360001,132.100006,115.036079,3900800
2017-10-04,132.399994,133.179993,132.100006,132.889999,115.724045,3589000
2017-10-05,132.889999,133.309998,132.360001,133.190002,115.985306,3741100
2017-10-06,133.000000,133.250000,132.479996,133.220001,116.011391,2469500
2017-10-09,133.660004,133.820007,133.169998,133.449997,116.211731,3750500
2017-10-10,133.559998,134.130005,132.919998,133.899994,116.603577,4184600
2017-10-11,134.880005,137.080002,134.369995,136.649994,118.998367,8269400
2017-10-12,136.339996,137.520004,136.020004,136.830002,119.155098,5172800
2017-10-13,136.600006,137.419998,136.339996,136.429993,118.806778,4106600
2017-10-16,136.449997,137.259995,135.539993,136.119995,118.536804,5120100
2017-10-17,137.669998,141.119995,137.059998,140.789993,122.603554,11717300
2017-10-18,140.789993,141.580002,140.070007,140.679993,122.507782,6827700
2017-10-19,140.710007,142.979996,140.539993,142.039993,123.692108,9181300
2017-10-20,142.380005,143.619995,141.830002,142.399994,124.005615,5634500
2017-10-23,142.130005,144.350006,142.080002,143.619995,125.067986,6686000
2017-10-24,143.380005,143.380005,140.929993,141.639999,123.343765,6585800
2017-10-25,141.160004,143.229996,140.960007,142.360001,123.970741,6563600
2017-10-26,142.509995,143.750000,141.380005,141.809998,123.491821,5841100
2017-10-27,141.000000,142.699997,140.199997,141.779999,123.465675,5140100
2017-10-30,141.080002,141.210007,139.320007,140.000000,121.915611,6034300
2017-10-31,140.020004,140.259995,138.979996,139.410004,121.401833,4832100
2017-11-01,139.830002,140.589996,139.339996,139.979996,121.898201,5006800
2017-11-02,140.110001,140.289993,139.110001,139.929993,121.854622,3494100
2017-11-03,139.729996,140.399994,139.300003,140.080002,121.985275,2737000
2017-11-06,140.009995,140.490005,139.720001,139.759995,121.706589,4220700
2017-11-07,140.080002,140.149994,138.910004,139.770004,121.715340,4201900
2017-11-08,139.699997,141.869995,139.460007,141.320007,123.065094,4440700
2017-11-09,140.860001,141.410004,139.800003,140.350006,122.220390,3517100
2017-11-10,140.130005,140.130005,138.610001,139.559998,121.532463,4240800
2017-11-13,139.009995,140.020004,138.419998,139.759995,121.706589,4322300
2017-11-14,139.570007,140.279999,138.919998,139.490005,121.471481,4078200
2017-11-15,139.229996,139.830002,138.750000,139.100006,121.131882,4811500
2017-11-16,139.419998,139.679993,138.639999,138.869995,120.931564,4193800
2017-11-17,138.300003,138.860001,137.889999,138.000000,120.173958,4247400
2017-11-20,138.149994,138.559998,137.740005,137.929993,120.113007,4266300
2017-11-21,138.449997,139.259995,138.190002,138.339996,120.470016,5660600
2017-11-22,138.300003,138.380005,136.600006,137.289993,119.555672,3917000
2017-11-24,137.500000,138.380005,137.309998,138.009995,120.182686,2606800
2017-11-27,137.509995,138.309998,137.479996,138.100006,120.997536,3933100
2017-11-28,138.300003,140.529999,138.250000,140.020004,122.679733,5052800
2017-11-29,140.220001,140.630005,138.949997,139.809998,122.495720,5851400
2017-11-30,140.059998,140.279999,138.479996,139.330002,122.075157,8941900
2017-12-01,139.570007,140.529999,138.600006,139.979996,122.644684,5990500
2017-12-04,140.619995,141.500000,138.929993,139.009995,121.794792,5916700
2017-12-05,139.789993,140.809998,139.199997,139.669998,122.373039,6745300
2017-12-06,140.839996,141.960007,140.190002,141.059998,123.590919,5591700
2017-12-07,140.009995,141.500000,139.259995,140.009995,122.670959,4713100
2017-12-08,140.000000,140.759995,139.800003,140.589996,123.179123,5101300
2017-12-11,140.899994,141.169998,139.830002,141.139999,123.661041,4358600
2017-12-12,142.600006,143.570007,142.039993,142.600006,124.940208,8016700
2017-12-13,142.500000,143.429993,142.210007,142.889999,125.194275,6118400
2017-12-14,143.520004,143.619995,141.610001,141.649994,124.107864,5337900
2017-12-15,142.479996,143.139999,141.779999,142.460007,124.817581,12517000
2017-12-18,142.559998,143.800003,141.399994,141.800003,124.239319,5833200
2017-12-19,141.889999,142.380005,141.360001,141.779999,124.221756,6580100
2017-12-20,142.259995,142.580002,141.080002,141.160004,123.678566,6289800
2017-12-21,141.589996,142.169998,141.020004,141.059998,123.590919,6284700
2017-12-22,141.000000,141.350006,140.039993,140.119995,122.767334,4665600
2017-12-26,140.460007,140.539993,139.679993,140.089996,122.741066,3271100
2017-12-27,140.419998,141.149994,140.199997,140.570007,123.161636,3753600
2017-12-28,140.699997,141.000000,140.330002,140.559998,123.152878,2485000
2017-12-29,140.979996,141.210007,139.580002,139.720001,122.416885,4452900
2018-01-02,139.660004,139.949997,138.720001,139.229996,121.987549,6842100
2018-01-03,139.360001,140.679993,138.899994,140.559998,123.152878,5350500
2018-01-04,140.449997,141.139999,140.220001,140.550003,123.144066,4837600
2018-01-05,140.690002,141.820007,140.279999,141.710007,124.160439,6158800
2018-01-08,141.699997,142.000000,140.919998,141.889999,124.318138,5129800
2018-01-09,142.369995,145.679993,142.259995,144.139999,126.289467,8897000
2018-01-10,143.550003,144.160004,143.320007,143.970001,126.140526,6558600
2018-01-11,144.130005,144.899994,143.690002,144.789993,126.858994,4962200
2018-01-12,144.990005,146.419998,144.899994,145.759995,127.708893,5450600
2018-01-16,146.419998,148.059998,146.029999,146.860001,128.672653,8804000
2018-01-17,147.839996,148.320007,145.479996,146.979996,128.777771,10619700
